2023-03-02 09:13:46,shiyan = 1, lambda = 1.10000000,h = 30, init_Z =100,rankZ= 90,pro_acc= 0.77042802,pro_RI= 0.99540856,pro_Precisions= 0.76666667,pro_Recalls= NaN,pro_F1= 0.75269048 
  2023-03-02 14:11:33,shiyan = 1, lambda = 1.10000000,h = 70, init_Z =100,rankZ= 117,pro_acc= 0.80155642,pro_RI= 0.99603113,pro_Precisions= 0.80333333,pro_Recalls= NaN,pro_F1= 0.79575541 
  2023-03-02 14:11:33,shiyan = 1, lambda = 1.10000000,h = 70, init_Z =100,rankZ= 117,Z_acc= 0.79377432,Z_RI= 0.99587549,Z_Precisions= 0.79166667,Z_Recalls= NaN,Z_F1= 0.77789827 
  2023-03-02 14:41:48,shiyan = 1, lambda = 1.10000000,h = 80, init_Z =100,rankZ= 122,pro_acc= 0.78988327,pro_RI= 0.99579767,pro_Precisions= 0.79166667,pro_Recalls= NaN,pro_F1= 0.78166017 
  2023-03-02 14:41:48,shiyan = 1, lambda = 1.10000000,h = 80, init_Z =100,rankZ= 122,Z_acc= 0.79377432,Z_RI= 0.99587549,Z_Precisions= 0.79333333,Z_Recalls= NaN,Z_F1= 0.78149351 
  2023-03-02 15:25:10,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =80,rankZ= 75,pro_acc= 0.78599222,pro_RI= 0.99571984,pro_Precisions= 0.78666667,pro_Recalls= NaN,pro_F1= 0.77454762 
  2023-03-02 15:25:10,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =80,rankZ= 75,Z_acc= 0.79377432,Z_RI= 0.99587549,Z_Precisions= 0.79500000,Z_Recalls= NaN,Z_F1= 0.78430303 
  2023-03-02 15:54:58,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =90,rankZ= 104,pro_acc= 0.78210117,pro_RI= 0.99564202,pro_Precisions= 0.77833333,pro_Recalls= NaN,pro_F1= 0.76366667 
  2023-03-02 15:54:58,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =90,rankZ= 104,Z_acc= 0.80155642,Z_RI= 0.99603113,Z_Precisions= 0.80000000,Z_Recalls= NaN,Z_F1= 0.78958874 
  2023-03-02 16:24:41,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 103,pro_acc= 0.80155642,pro_RI= 0.99603113,pro_Precisions= 0.80166667,pro_Recalls= NaN,pro_F1= 0.79030952 
  2023-03-02 16:24:41,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 103,Z_acc= 0.80933852,Z_RI= 0.99618677,Z_Precisions= 0.81000000,Z_Recalls= NaN,Z_F1= 0.80035065 
  2023-03-02 16:54:26,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =110,rankZ= 72,pro_acc= 0.77042802,pro_RI= 0.99540856,pro_Precisions= 0.77166667,pro_Recalls= NaN,pro_F1= 0.75885714 
  2023-03-02 16:54:26,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =110,rankZ= 72,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79666667,Z_Recalls= NaN,Z_F1= 0.78549351 
  2023-03-02 17:24:19,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =120,rankZ= 103,pro_acc= 0.78599222,pro_RI= 0.99571984,pro_Precisions= 0.78833333,pro_Recalls= NaN,pro_F1= 0.77664286 
  2023-03-02 17:24:19,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =120,rankZ= 103,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79500000,Z_Recalls= NaN,Z_F1= 0.78249351 
  2023-03-02 17:54:04,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =130,rankZ= 62,pro_acc= 0.78599222,pro_RI= 0.99571984,pro_Precisions= 0.78500000,pro_Recalls= NaN,pro_F1= 0.77666667 
  2023-03-02 17:54:04,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =130,rankZ= 62,Z_acc= 0.80544747,Z_RI= 0.99610895,Z_Precisions= 0.80333333,Z_Recalls= NaN,Z_F1= 0.78880303 
  2023-03-02 18:23:46,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =140,rankZ= 104,pro_acc= 0.78988327,pro_RI= 0.99579767,pro_Precisions= 0.78833333,pro_Recalls= NaN,pro_F1= 0.77988095 
  2023-03-02 18:23:46,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =140,rankZ= 104,Z_acc= 0.79377432,Z_RI= 0.99587549,Z_Precisions= 0.79333333,Z_Recalls= NaN,Z_F1= 0.78308874 
  2023-03-02 18:53:23,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =150,rankZ= 105,pro_acc= 0.80544747,pro_RI= 0.99610895,pro_Precisions= 0.80500000,pro_Recalls= NaN,pro_F1= 0.79501732 
  2023-03-02 18:53:23,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =150,rankZ= 105,Z_acc= 0.80155642,Z_RI= 0.99603113,Z_Precisions= 0.80000000,Z_Recalls= NaN,Z_F1= 0.78939827 
  2023-03-02 19:23:03,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =160,rankZ= 102,pro_acc= 0.79377432,pro_RI= 0.99587549,pro_Precisions= 0.79166667,pro_Recalls= NaN,pro_F1= 0.77944589 
  2023-03-02 19:23:03,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =160,rankZ= 102,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79500000,Z_Recalls= NaN,Z_F1= 0.78175541 
  2023-03-02 19:52:50,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =170,rankZ= 103,pro_acc= 0.78988327,pro_RI= 0.99579767,pro_Precisions= 0.78833333,pro_Recalls= NaN,pro_F1= 0.77851732 
  2023-03-02 19:52:50,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =170,rankZ= 103,Z_acc= 0.80544747,Z_RI= 0.99610895,Z_Precisions= 0.80500000,Z_Recalls= NaN,Z_F1= 0.79423160 
  2023-03-02 20:22:37,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =180,rankZ= 103,pro_acc= 0.80544747,pro_RI= 0.99610895,pro_Precisions= 0.80500000,pro_Recalls= NaN,pro_F1= 0.79966667 
  2023-03-02 20:22:37,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =180,rankZ= 103,Z_acc= 0.80544747,Z_RI= 0.99610895,Z_Precisions= 0.80333333,Z_Recalls= NaN,Z_F1= 0.79358874 
  2023-03-02 20:52:11,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =190,rankZ= 103,pro_acc= 0.79377432,pro_RI= 0.99587549,pro_Precisions= 0.79333333,pro_Recalls= NaN,pro_F1= 0.78473160 
  2023-03-02 20:52:11,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =190,rankZ= 103,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79500000,Z_Recalls= NaN,Z_F1= 0.78394589 
  2023-03-02 21:21:54,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =200,rankZ= 61,pro_acc= 0.78599222,pro_RI= 0.99571984,pro_Precisions= 0.78500000,pro_Recalls= NaN,pro_F1= 0.77397619 
  2023-03-02 21:21:54,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =200,rankZ= 61,Z_acc= 0.80544747,Z_RI= 0.99610895,Z_Precisions= 0.80333333,Z_Recalls= NaN,Z_F1= 0.79225541 
  2023-03-02 21:51:37,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =210,rankZ= 102,pro_acc= 0.78599222,pro_RI= 0.99571984,pro_Precisions= 0.78000000,pro_Recalls= NaN,pro_F1= 0.76857143 
  2023-03-02 21:51:37,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =210,rankZ= 102,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79500000,Z_Recalls= NaN,Z_F1= 0.78237446 
  2023-03-02 22:21:18,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =220,rankZ= 57,pro_acc= 0.78988327,pro_RI= 0.99579767,pro_Precisions= 0.78833333,pro_Recalls= NaN,pro_F1= 0.78486264 
  2023-03-02 22:21:18,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =220,rankZ= 57,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79500000,Z_Recalls= NaN,Z_F1= 0.78268398 
  2023-03-02 22:50:58,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =230,rankZ= 103,pro_acc= 0.80544747,pro_RI= 0.99610895,pro_Precisions= 0.80500000,pro_Recalls= NaN,pro_F1= 0.79280303 
  2023-03-02 22:50:58,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =230,rankZ= 103,Z_acc= 0.80544747,Z_RI= 0.99610895,Z_Precisions= 0.80500000,Z_Recalls= NaN,Z_F1= 0.79258874 
  2023-03-02 23:21:15,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =240,rankZ= 103,pro_acc= 0.79377432,pro_RI= 0.99587549,pro_Precisions= 0.79166667,pro_Recalls= NaN,pro_F1= 0.77878571 
  2023-03-02 23:21:15,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =240,rankZ= 103,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79666667,Z_Recalls= NaN,Z_F1= 0.78873160 
  2023-03-02 23:53:11,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =250,rankZ= 80,pro_acc= 0.78599222,pro_RI= 0.99571984,pro_Precisions= 0.79000000,pro_Recalls= NaN,pro_F1= 0.78047619 
  2023-03-02 23:53:11,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =250,rankZ= 80,Z_acc= 0.80155642,Z_RI= 0.99603113,Z_Precisions= 0.79833333,Z_Recalls= NaN,Z_F1= 0.78701732 
  2023-03-03 00:25:16,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =260,rankZ= 103,pro_acc= 0.77821012,pro_RI= 0.99556420,pro_Precisions= 0.77833333,pro_Recalls= NaN,pro_F1= 0.76773810 
  2023-03-03 00:25:16,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =260,rankZ= 103,Z_acc= 0.80544747,Z_RI= 0.99610895,Z_Precisions= 0.80333333,Z_Recalls= NaN,Z_F1= 0.79242208 
  2023-03-03 00:57:22,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =270,rankZ= 47,pro_acc= 0.78988327,pro_RI= 0.99579767,pro_Precisions= 0.79000000,pro_Recalls= NaN,pro_F1= 0.78246970 
  2023-03-03 00:57:22,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =270,rankZ= 47,Z_acc= 0.79377432,Z_RI= 0.99587549,Z_Precisions= 0.79333333,Z_Recalls= NaN,Z_F1= 0.78213636 
  2023-03-03 01:29:25,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =280,rankZ= 103,pro_acc= 0.79377432,pro_RI= 0.99587549,pro_Precisions= 0.79166667,pro_Recalls= NaN,pro_F1= 0.78106494 
  2023-03-03 01:29:25,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =280,rankZ= 103,Z_acc= 0.78988327,Z_RI= 0.99579767,Z_Precisions= 0.79000000,Z_Recalls= NaN,Z_F1= 0.77966017 
  2023-03-03 02:01:30,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =290,rankZ= 60,pro_acc= 0.79377432,pro_RI= 0.99587549,pro_Precisions= 0.79166667,pro_Recalls= NaN,pro_F1= 0.77963636 
  2023-03-03 02:01:30,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =290,rankZ= 60,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79500000,Z_Recalls= NaN,Z_F1= 0.78104113 
  2023-03-03 02:33:54,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =300,rankZ= 32,pro_acc= 0.78210117,pro_RI= 0.99564202,pro_Precisions= 0.78166667,pro_Recalls= NaN,pro_F1= 0.76446970 
  2023-03-03 02:33:54,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =300,rankZ= 32,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79666667,Z_Recalls= NaN,Z_F1= 0.78730303 
  2023-03-03 07:39:45,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 104,pro_acc= 0.77821012,pro_RI= 0.99556420,pro_Precisions= 0.77833333,pro_Recalls= NaN,pro_F1= 0.76630303 
  2023-03-03 07:39:45,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 104,Z_acc= 0.80155642,Z_RI= 0.99603113,Z_Precisions= 0.80166667,Z_Recalls= NaN,Z_F1= 0.79080303 
  2023-03-03 08:09:26,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 32,pro_acc= 0.79377432,pro_RI= 0.99587549,pro_Precisions= 0.79333333,pro_Recalls= NaN,pro_F1= 0.78027922 
  2023-03-03 08:09:26,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 32,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79666667,Z_Recalls= NaN,Z_F1= 0.78749351 
  2023-03-03 08:39:04,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 97,pro_acc= 0.79766537,pro_RI= 0.99595331,pro_Precisions= 0.79833333,pro_Recalls= NaN,pro_F1= 0.79005311 
  2023-03-03 08:39:04,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 97,Z_acc= 0.79377432,Z_RI= 0.99587549,Z_Precisions= 0.79166667,Z_Recalls= NaN,Z_F1= 0.77796970 
  2023-03-03 09:08:42,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 32,pro_acc= 0.78599222,pro_RI= 0.99571984,pro_Precisions= 0.78333333,pro_Recalls= NaN,pro_F1= 0.77411255 
  2023-03-03 09:08:42,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 32,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79666667,Z_Recalls= NaN,Z_F1= 0.78842208 
  2023-03-03 09:38:23,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 104,pro_acc= 0.79766537,pro_RI= 0.99595331,pro_Precisions= 0.79833333,pro_Recalls= NaN,pro_F1= 0.78642208 
  2023-03-03 09:38:23,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 104,Z_acc= 0.80155642,Z_RI= 0.99603113,Z_Precisions= 0.80000000,Z_Recalls= NaN,Z_F1= 0.78908874 
  2023-03-03 10:08:09,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 103,pro_acc= 0.78988327,pro_RI= 0.99579767,pro_Precisions= 0.78833333,pro_Recalls= NaN,pro_F1= 0.77982684 
  2023-03-03 10:08:09,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 103,Z_acc= 0.80544747,Z_RI= 0.99610895,Z_Precisions= 0.80333333,Z_Recalls= NaN,Z_F1= 0.79358874 
  2023-03-03 10:38:10,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 102,pro_acc= 0.78988327,pro_RI= 0.99579767,pro_Precisions= 0.78833333,pro_Recalls= NaN,pro_F1= 0.77539827 
  2023-03-03 10:38:10,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 102,Z_acc= 0.80155642,Z_RI= 0.99603113,Z_Precisions= 0.80166667,Z_Recalls= NaN,Z_F1= 0.78961255 
  2023-03-03 11:08:01,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 96,pro_acc= 0.77821012,pro_RI= 0.99556420,pro_Precisions= 0.77666667,pro_Recalls= NaN,pro_F1= 0.76576740 
  2023-03-03 11:08:01,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 96,Z_acc= 0.79377432,Z_RI= 0.99587549,Z_Precisions= 0.79166667,Z_Recalls= NaN,Z_F1= 0.78149351 
  2023-03-03 11:37:40,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 79,pro_acc= 0.77431907,pro_RI= 0.99548638,pro_Precisions= 0.77166667,pro_Recalls= NaN,pro_F1= 0.75894589 
  2023-03-03 11:37:40,shiyan = 1, lambda = 1.10000000,h = 40, init_Z =100,rankZ= 79,Z_acc= 0.79766537,Z_RI= 0.99595331,Z_Precisions= 0.79666667,Z_Recalls= NaN,Z_F1= 0.78323160 
  
